Label,Message
Train,"PNR:6387231177,TRAIN:2626,DOJ:2013-03-14,AC3,AI-BSPR,Dep:19:39, Micah,B8 69 , Fare:3619,SC:10.0+PG+INS"
Payment,Bill dated 2011-03-06 for Rs 114 has been generated for your Jio fixedline/broadband relationship no. 75532454. The same will reach you by 2011-03-09. Due date: 2011-03-21.
Appointment,"DEAR Kevin, THANK YOU FOR YOUR BOOKING (ORDER ID: 65881), YOUR ORDER HAS BEEN ASSIGNED TO Abraham(9257261848) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2014-10-27 at 22:16. FOR ASSISTANCE WHATSAPP US ON 8177338635."
Movie,"Hi Customer, Booking ID: W48RTYM. Seats: SILVER-I9,I10, 2 seat(s) for Fantastic Beasts and Where to Find Them on 2015-04-25 18:51 at Cinepolis: Binnypet Mall. Please carry your CC/DC card which was used for booking tickets."
Appointment,Appointment with Dr Max in KARAIKUDI on 2010-08-26 at 14:28 is confirmed. For queries call 1800 1755 6617. Your appt. might get delayed in case the doctor is attending an emergency.
PickUp,"Repair ref.no for your car is JC32283536 opened on 2009-12-17 8:13hrs,ETD of your car is 2009-12-18 14:24hrs and est.repair amt is Rs.1766 Rgds, Maha Veer Auto Agency"
Cab,"Thank you for choosing radiocabs for 2011-09-01 at 1:17. Cab:KA87G4412 , Chauffer: Giovanni, Cell: 9113482281 will reach you. T&C apply, visit www.radiocabs.com"
PickUp,"Repair ref.no for your car is JC33816365 opened on 2013-06-07 11:10hrs,ETD of your car is 2013-06-08 1:22hrs and est.repair amt is Rs.451 Rgds, Aryan Auto Agency"
Train,"PNR:6513122134,TRAIN:26216,DOJ:2011-03-13,FC,BAZ-BGQ,Dep:13:58, Benjamin,F9 13 , Fare:9644,SC:10.0+PG+INS"
Bus,"* KSRTC m-Ticket *  from: Coimbatore to: SECUNDERABAD PsngrName: Joel TripCode: 2120CoiSEC PNR No.: J49671229 JnyDate: 2010-05-24 DepTime: 21:20  SeatNo.: 33, 20, 39  Class: AC chair  BoardingPt: Coimbatore MG Road Txn Password: 7421 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Movie,"Hi Customer, Booking ID: WFQ4BEB. Seats: SILVER-A4,A5,A6,A7,A8,A9,A10,A11, 8 seat(s) for Alice Through the Looking Glass on 2013-10-09 7:40 at Triveni Theatre: Gandhinagar. Please carry your CC/DC card which was used for booking tickets."
Payment,Bill dated 2014-02-23 for Rs 126 has been generated for your Idea fixedline/broadband relationship no. 38627126. The same will reach you by 2014-02-26. Due date: 2014-03-10.
Bus,"* KSRTC m-Ticket *  from: TANJAVOOR to: DAVANEGERE PsngrName: Gabriel TripCode: 2234TANDAV PNR No.: J68663192 JnyDate: 2015-05-24 DepTime: 22:34  SeatNo.: 2, 3, 7, 45, 17, 53, 54, 58, 31  Class: AC chair  BoardingPt: TANJAVOOR Rly Station Txn Password: 5562 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Cab,"Thank you for choosing AirportTaxi for 2013-09-05 at 18:48. Cab:KA11B1151 , Chauffer: Bryce, Cell: 9424484855 will reach you. T&C apply, visit www.AirportTaxi.com"
Flight,The PNR for your AirAsia Flt 2I748 for ISK-SSE on 2013-04-16 at 11:52 hrs  is WYCOET. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Appointment,Appointment with Dr Micah in KODAIKANAL on 2010-07-03 at 15:19 is confirmed. For queries call 1800 1168 7656. Your appt. might get delayed in case the doctor is attending an emergency.
PickUp,"Repair ref.no for your car is JC65381744 opened on 2011-10-07 20:43hrs,ETD of your car is 2011-10-08 23:53hrs and est.repair amt is Rs.552 Rgds, Bimal Auto Agency"
Movie,"Hi Customer, Booking ID: W2BA95N. Seats: PLATINUM-E6,E7, 2 seat(s) for Don't Breathe on 2011-11-11 19:51 at INOX: Central, JP Nagar, Mantri Junction. Please carry your CC/DC card which was used for booking tickets."
Cab,"Thank you for choosing ucabs for 2015-02-08 at 1:49. Cab:KA74Z1162 , Chauffer: Gavin, Cell: 9787122433 will reach you. T&C apply, visit www.ucabs.com"
Payment,Bill dated 2013-01-22 for Rs 313 has been generated for your Vodafone fixedline/broadband relationship no. 54627876. The same will reach you by 2013-01-25. Due date: 2013-02-06.
Expiry,Aryan Auto Agency : Service of your car KA73H6174 is due in 53 days on 2010-09-20. Please contact us at 9444138672 to book a service.
Cab,"Thank you for choosing radiocabs for 2009-11-18 at 21:12. Cab:KA43I7675 , Chauffer: Gabriel, Cell: 9365356364 will reach you. T&C apply, visit www.radiocabs.com"
Cab,"Thank you for choosing taxiforsure for 2011-07-29 at 10:43. Cab:KA86C6862 , Chauffer: Edwin, Cell: 9722857272 will reach you. T&C apply, visit www.taxiforsure.com"
Train,"PNR:5188536751,TRAIN:86741,DOJ:2012-03-03,SL,BKI-BTSR,Dep:18:12, Kaleb,S9 47 , Fare:2749,SC:10.0+PG+INS"
Train,"PNR:8818338764,TRAIN:5665,DOJ:2014-01-08,AC3,BXN-BHKD,Dep:2:42, Edward,B7 51 , Fare:1172,SC:10.0+PG+INS"
Expiry,Maruti Auto Agency : Service of your car KA18H8527 is due in 88 days on 2012-08-01. Please contact us at 9145164242 to book a service.
Bus,* KSRTC m-Ticket *  from: Kundapura to: KODAIKANAL PsngrName: Javier TripCode: 1534KunKOD PNR No.: J53411953 JnyDate: 2012-06-06 DepTime: 15:34  SeatNo.: 48  Class: Non-AC Sleeper  BoardingPt: Kundapura Rly Station Txn Password: 3516 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in
Reservation,"[Red Ribbon] Hi Francisco, your reservation is confirmed for 27 people on 2012-12-18 at 4:57. We can hold your table for a maximum of 24 mins."
Reservation,"[Adobe Blues Restaurant] Hi Calvin, your reservation is confirmed for 3 people on 2011-03-12 at 6:58. We can hold your table for a maximum of 21 mins."
Appointment,"DEAR Joseph, THANK YOU FOR YOUR BOOKING (ORDER ID: 37342), YOUR ORDER HAS BEEN ASSIGNED TO Colby(9578387821) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2010-02-01 at 22:48. FOR ASSISTANCE WHATSAPP US ON 8625816638."
Train,"PNR:6817113761,TRAIN:5118,DOJ:2011-09-25,SL,AKOT-BEB,Dep:12:21, Shane,S4 40 , Fare:2154,SC:10.0+PG+INS"
Expiry,True Value : Service of your car KA31G3411 is due in 21 days on 2015-06-02. Please contact us at 9543247727 to book a service.
Movie,"Hi Customer, Booking ID: W2ZNJEH. Seats: GOLD-F8,F9,F10,F11,F12,F13, 6 seat(s) for X-Men: Apocalypse on 2010-08-15 13:27 at The Cinema GT World: Magadi Rd, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
Delivery,"Dear Guest, Thanks for choosing Blackjack Pizza. Order ID 5273. Delivery by 2011-08-25 3:51. Enjoy 20% discount on your next purchase. Code VYIRP6. T&C."
Appointment,Appointment with Dr Jaxon in Kundapura on 2010-08-24 at 4:24 is confirmed. For queries call 1800 5152 7746. Your appt. might get delayed in case the doctor is attending an emergency.
PickUp,"Repair ref.no for your car is JC41148286 opened on 2010-08-08 3:23hrs,ETD of your car is 2010-08-09 7:27hrs and est.repair amt is Rs.1934 Rgds, Hyundai Auto Agency"
PickUp,"Repair ref.no for your car is JC56451248 opened on 2009-09-25 2:23hrs,ETD of your car is 2009-09-26 14:26hrs and est.repair amt is Rs.1307 Rgds, Maha Veer Auto Agency"
PickUp,"Repair ref.no for your car is JC86751466 opened on 2010-01-10 6:34hrs,ETD of your car is 2010-01-11 2:56hrs and est.repair amt is Rs.537 Rgds, Lakshmi Auto Agency"
Expiry,Maruti Auto Agency : Service of your car KA65M6548 is due in 28 days on 2011-06-01. Please contact us at 9652467448 to book a service.
Hotel,"Welcome to throwball stadium R.No. 324, 422 Ch.In 2014-04-11 16:55 Ch.out 2014-05-02 12:00."
Movie,"Hi Customer, Booking ID: WVQZAR8. Seats: SILVER-C7,C8,C9,C10,C11,C12, 6 seat(s) for Fantastic Beasts and Where to Find Them on 2014-08-17 7:57 at Lakshmi Digital 4K Cinema: Tavarekere. Please carry your CC/DC card which was used for booking tickets."
Delivery,"Dear Guest, Thanks for choosing Veniero's Pasticceria & Caffe. Order ID 1252. Delivery by 2014-09-16 14:42. Enjoy 15% discount on your next purchase. Code DDGNCM. T&C."
Reservation,"[Koryo Hotel] Hi Hunter, your reservation is confirmed for 8 people on 2010-06-13 at 9:55. We can hold your table for a maximum of 14 mins."
Train,"PNR:2244623477,TRAIN:84365,DOJ:2010-09-23,AC3,LMT-BTSR,Dep:17:35, Shane,B8 30 , Fare:495,SC:10.0+PG+INS"
Appointment,"DEAR Jeremy, THANK YOU FOR YOUR BOOKING (ORDER ID: 43626), YOUR ORDER HAS BEEN ASSIGNED TO Edwin(9763264772) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2011-08-17 at 15:17. FOR ASSISTANCE WHATSAPP US ON 8817445261."
Appointment,"DEAR Isaiah, THANK YOU FOR YOUR BOOKING (ORDER ID: 22474), YOUR ORDER HAS BEEN ASSIGNED TO George(9122821461) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2012-01-21 at 12:47. FOR ASSISTANCE WHATSAPP US ON 8725123511."
Movie,"Hi Customer, Booking ID: WX5XVF6. Seats: STANDARD-F9,F10,F11,F12, 4 seat(s) for Lights Out on 2014-05-08 7:52 at PVR: Soul Spirit Bellandur, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
Flight,The PNR for your Air India Flt 3M687 for MYQ-DHM on 2011-02-23 at 18:38 hrs  is J8J2BF. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Hotel,"Welcome to ryokan R.No. 536, 481, 197, 526 Ch.In 2011-04-07 16:41 Ch.out 2011-04-12 12:00."
Train,"PNR:2827364475,TRAIN:2287,DOJ:2013-06-28,AC3,BCQ-BOKE,Dep:13:51, Grant,B8 20 , Fare:3981,SC:10.0+PG+INS"
Movie,"Hi Customer, Booking ID: WQQ8WFG. Seats: GOLD-C14,C15,C16,C17,C18,C19,C20, 7 seat(s) for Boo! A Madea Halloween on 2012-01-08 22:24 at INOX Lido: Off MG Road, Ulsoor. Please carry your CC/DC card which was used for booking tickets."
Hotel,Welcome to Yale Bridge R.No. 143 Ch.In 2015-04-30 16:31 Ch.out 2015-05-23 12:00.
Payment,Bill dated 2015-07-21 for Rs 1006 has been generated for your Docomo fixedline/broadband relationship no. 51448485. The same will reach you by 2015-07-24. Due date: 2015-08-05.
Appointment,Appointment with Dr Drake in ALIKE on 2013-02-01 at 10:10 is confirmed. For queries call 1800 6147 4415. Your appt. might get delayed in case the doctor is attending an emergency.
Train,"PNR:3547116485,TRAIN:14253,DOJ:2013-06-21,AC3,AAL-BPL,Dep:15:50, Kai,B8 87 , Fare:8441,SC:10.0+PG+INS"
Cab,"Thank you for choosing taxiforsure for 2011-11-01 at 1:30. Cab:KA13V1373 , Chauffer: Derek, Cell: 9225483372 will reach you. T&C apply, visit www.taxiforsure.com"
Expiry,True Value : Service of your car KA65I3332 is due in 75 days on 2013-12-03. Please contact us at 9767618533 to book a service.
Appointment,"DEAR Jeremiah, THANK YOU FOR YOUR BOOKING (ORDER ID: 82581), YOUR ORDER HAS BEEN ASSIGNED TO Cesar(9745742614) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2010-03-22 at 3:53. FOR ASSISTANCE WHATSAPP US ON 8261657236."
Bus,* KSRTC m-Ticket *  from: HUNDIMALA to: Vijayawada PsngrName: Avery TripCode: 1815HUNVij PNR No.: J73430087 JnyDate: 2011-06-11 DepTime: 18:15  SeatNo.: 6  Class: AC chair  BoardingPt: HUNDIMALA Bus Stand Road Txn Password: 7583 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in
Movie,"Hi Customer, Booking ID: WJLSJ2V. Seats: GOLD-A15,A16,A17, 3 seat(s) for Hacksaw Ridge on 2011-04-19 21:27 at Rex Theatre: Brigade Road. Please carry your CC/DC card which was used for booking tickets."
Payment,Bill dated 2015-05-03 for Rs 655 has been generated for your Jio fixedline/broadband relationship no. 44134647. The same will reach you by 2015-05-06. Due date: 2015-05-18.
Flight,The PNR for your JET Airways Flt 1X888 for BHU-TCR on 2010-08-26 at 16:50 hrs  is K0XATK. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Hotel,"Welcome to Pilot Knob State Nature Preserve R.No. 496, 268, 237 Ch.In 2015-01-31 10:30 Ch.out 2015-02-25 12:00."
Reservation,"[Massimo Zanetti] Hi Adrian, your reservation is confirmed for 17 people on 2011-06-21 at 21:46. We can hold your table for a maximum of 9 mins."
Cab,"Thank you for choosing KSRTC for 2012-09-21 at 1:31. Cab:KA75J3755 , Chauffer: Gabriel, Cell: 9668447558 will reach you. T&C apply, visit www.KSRTC.com"
Hotel,Welcome to CAPITAL BK NA R.No. 427 Ch.In 2013-01-09 6:17 Ch.out 2013-01-29 12:00.
Bus,"* KSRTC m-Ticket *  from: NELLORE to: SRINGERI PsngrName: Owen TripCode: 1243NELSRI PNR No.: J30423717 JnyDate: 2014-06-30 DepTime: 12:43  SeatNo.: 4, 41, 18, 22, 24, 25, 26, 31  Class: Non-AC chair  BoardingPt: NELLORE MG Road Txn Password: 6556 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
PickUp,"Repair ref.no for your car is JC78318226 opened on 2015-01-11 10:50hrs,ETD of your car is 2015-01-12 21:55hrs and est.repair amt is Rs.2193 Rgds, Hyundai Auto Agency"
Flight,The PNR for your AirAsia Flt 7V645 for PNQ-HYD on 2010-08-31 at 18:50 hrs  is CUPKLO. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Hotel,"Welcome to Pebble Beach R.No. 188, 277, 566, 173 Ch.In 2011-08-30 7:45 Ch.out 2011-09-17 12:00."
Appointment,Appointment with Dr Mitchell in SHIVAMOGGA on 2015-08-11 at 4:14 is confirmed. For queries call 1800 8265 2722. Your appt. might get delayed in case the doctor is attending an emergency.
Expiry,Aryan Auto Agency : Service of your car KA78O4218 is due in 43 days on 2011-05-02. Please contact us at 9172462616 to book a service.
Appointment,Appointment with Dr Kevin in DAVANEGERE on 2013-05-23 at 12:43 is confirmed. For queries call 1800 5831 8482. Your appt. might get delayed in case the doctor is attending an emergency.
Flight,The PNR for your Air India Flt 7Q837 for DAE-IXE on 2010-12-08 at 5:28 hrs  is BQO3FN. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Movie,"Hi Customer, Booking ID: WUGEJ8S. Seats: PLATINUM-D11,D12,D13, 3 seat(s) for Doctor Strange on 2010-08-23 16:23 at INOX Lido: Off MG Road, Ulsoor. Please carry your CC/DC card which was used for booking tickets."
Movie,"Hi Customer, Booking ID: WDIX461. Seats: PLATINUM-J12,J13,J14,J15,J16,J17,J18,J19, 8 seat(s) for Central Intelligence on 2015-05-12 22:26 at PVR: Arena Mahadevapura, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
PickUp,"Repair ref.no for your car is JC63736842 opened on 2015-01-11 8:13hrs,ETD of your car is 2015-01-12 22:38hrs and est.repair amt is Rs.2685 Rgds, Hyundai Auto Agency"
Flight,The PNR for your SPICE JET Flt 6H245 for NAG-STV on 2010-10-10 at 12:48 hrs  is Q3GKIV. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Expiry,Maha Veer Auto Agency : Service of your car KA54S8562 is due in 33 days on 2009-10-15. Please contact us at 9788514212 to book a service.
Hotel,Welcome to University of Notre Dame R.No. 138 Ch.In 2012-03-09 19:55 Ch.out 2012-03-19 12:00.
Cab,"Thank you for choosing Meru for 2015-07-16 at 4:12. Cab:KA71S1323 , Chauffer: Abraham, Cell: 9233123531 will reach you. T&C apply, visit www.Meru.com"
Payment,Bill dated 2013-01-12 for Rs 908 has been generated for your Jio fixedline/broadband relationship no. 57724558. The same will reach you by 2013-01-15. Due date: 2013-01-27.
Flight,The PNR for your JET Airways Flt 6G115 for VNS-GAY on 2015-06-28 at 3:45 hrs  is TP3MAC. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
PickUp,"Repair ref.no for your car is JC15135686 opened on 2015-07-05 16:31hrs,ETD of your car is 2015-07-06 17:20hrs and est.repair amt is Rs.2746 Rgds, Maruti Auto Agency"
Reservation,"[Peets Coffeehouse] Hi Jeremiah, your reservation is confirmed for 18 people on 2010-08-31 at 2:40. We can hold your table for a maximum of 43 mins."
Expiry,Aryan Auto Agency : Service of your car KA14R4535 is due in 74 days on 2011-05-17. Please contact us at 9845478634 to book a service.
Appointment,Appointment with Dr Edward in DAVANEGERE on 2010-10-31 at 5:22 is confirmed. For queries call 1800 4634 5432. Your appt. might get delayed in case the doctor is attending an emergency.
Cab,"Thank you for choosing Ola for 2010-09-27 at 15:46. Cab:KA52U7365 , Chauffer: Collin, Cell: 9323765168 will reach you. T&C apply, visit www.Ola.com"
Payment,Bill dated 2012-08-29 for Rs 421 has been generated for your Idea fixedline/broadband relationship no. 12234833. The same will reach you by 2012-09-01. Due date: 2012-09-13.
Delivery,"Dear Guest, Thanks for choosing Sizzler. Order ID 4157. Delivery by 2014-06-01 14:25. Enjoy 7% discount on your next purchase. Code M2TBIP. T&C."
Bus,"* KSRTC m-Ticket *  from: MERCARA MADIKERI to: KASARGOD PsngrName: Jason TripCode: 1924MERKAS PNR No.: J38552428 JnyDate: 2010-04-13 DepTime: 19:24  SeatNo.: 3, 37, 9, 42, 13, 24  Class: Non-AC Sleeper  BoardingPt: MERCARA MADIKERI Bus Stand Road Txn Password: 5513 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Reservation,"[Little Caesars] Hi Raymond, your reservation is confirmed for 10 people on 2012-06-26 at 17:32. We can hold your table for a maximum of 10 mins."
Delivery,"Dear Guest, Thanks for choosing Donut Diner. Order ID 5515. Delivery by 2013-12-17 16:11. Enjoy 10% discount on your next purchase. Code MSKBHC. T&C."
Reservation,"[Ben 's Chili Bowl] Hi Corey, your reservation is confirmed for 16 people on 2012-10-26 at 8:56. We can hold your table for a maximum of 16 mins."
Reservation,"[Top of the Dome] Hi Miles, your reservation is confirmed for 23 people on 2013-06-14 at 19:20. We can hold your table for a maximum of 14 mins."
Cab,"Thank you for choosing ucabs for 2015-03-04 at 19:13. Cab:KA85F8847 , Chauffer: Alexis, Cell: 9868373851 will reach you. T&C apply, visit www.ucabs.com"
PickUp,"Repair ref.no for your car is JC26534227 opened on 2013-04-18 3:20hrs,ETD of your car is 2013-04-19 14:32hrs and est.repair amt is Rs.2767 Rgds, True Value"
Delivery,"Dear Guest, Thanks for choosing Endem TV Tower. Order ID 6637. Delivery by 2009-10-31 19:16. Enjoy 8% discount on your next purchase. Code X7VARV. T&C."
Movie,"Hi Customer, Booking ID: WNVFYDS. Seats: PLATINUM-H8,H9,H10,H11,H12, 5 seat(s) for Don't Breathe on 2012-06-28 10:26 at INOX: Garuda Mall, Magrath Road. Please carry your CC/DC card which was used for booking tickets."
Cab,"Thank you for choosing Meru for 2011-08-26 at 4:56. Cab:KA75Q5416 , Chauffer: Andrew, Cell: 9862531732 will reach you. T&C apply, visit www.Meru.com"
Reservation,"[Penn Station East Coast Subs] Hi Damian, your reservation is confirmed for 27 people on 2010-06-09 at 13:14. We can hold your table for a maximum of 1 mins."
Movie,"Hi Customer, Booking ID: W9TTLBL. Seats: SILVER-N12, 1 seat(s) for Finding Dory on 2010-06-02 22:54 at Cinepolis: Royal Meenakshi Mall. Please carry your CC/DC card which was used for booking tickets."
Reservation,"[Bruegger 's] Hi Julio, your reservation is confirmed for 23 people on 2010-07-23 at 4:51. We can hold your table for a maximum of 21 mins."
Expiry,True Value : Service of your car KA52K3745 is due in 31 days on 2013-05-08. Please contact us at 9577852758 to book a service.
Movie,"Hi Customer, Booking ID: WLW16FG. Seats: GOLD-L7, 1 seat(s) for Ride Along 2 on 2014-03-03 17:37 at Cinepolis: Royal Meenakshi Mall. Please carry your CC/DC card which was used for booking tickets."
Bus,"* KSRTC m-Ticket *  from: Ernakulam to: Tirupathi PsngrName: Shawn TripCode: 352ErnTir PNR No.: J56970695 JnyDate: 2014-06-19 DepTime: 3:52  SeatNo.: 32, 1, 6, 52, 24, 59  Class: Non-AC chair  BoardingPt: Ernakulam Bus Stand Road Txn Password: 2164 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
PickUp,"Repair ref.no for your car is JC52427438 opened on 2015-05-05 21:20hrs,ETD of your car is 2015-05-06 15:15hrs and est.repair amt is Rs.362 Rgds, Maha Veer Auto Agency"
Bus,"* KSRTC m-Ticket *  from: MANTRALAYA to: Puducherry PsngrName: Carson TripCode: 1847MANPud PNR No.: J15915755 JnyDate: 2010-08-04 DepTime: 18:47  SeatNo.: 27, 2, 19, 6, 31  Class: AC chair  BoardingPt: MANTRALAYA Residency Road Txn Password: 7877 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Appointment,Appointment with Dr Owen in KOLHAPUR on 2012-12-20 at 12:30 is confirmed. For queries call 1800 8277 2244. Your appt. might get delayed in case the doctor is attending an emergency.
Appointment,"DEAR Luis, THANK YOU FOR YOUR BOOKING (ORDER ID: 27715), YOUR ORDER HAS BEEN ASSIGNED TO Erik(9454353533) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2014-12-20 at 12:48. FOR ASSISTANCE WHATSAPP US ON 8318613128."
Movie,"Hi Customer, Booking ID: WNH1XE7. Seats: PLATINUM-A3,A4, 2 seat(s) for Zootopia on 2014-05-11 17:35 at PVR: Forum Gold, Bengaluru. Please carry your CC/DC card which was used for booking tickets."
Flight,The PNR for your AirAsia Flt 3Q876 for TNI-BUP on 2010-01-29 at 22:21 hrs  is A8T0LX. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Delivery,"Dear Guest, Thanks for choosing Frankie and bennys. Order ID 8256. Delivery by 2015-04-02 13:35. Enjoy 12% discount on your next purchase. Code OLYAO7. T&C."
Train,"PNR:2555545237,TRAIN:87547,DOJ:2013-02-28,AC3,AVN-BHJA,Dep:5:40, William,B4 44 , Fare:1634,SC:10.0+PG+INS"
Cab,"Thank you for choosing Ola for 2010-04-11 at 6:43. Cab:KA48P8717 , Chauffer: Jason, Cell: 9887567573 will reach you. T&C apply, visit www.Ola.com"
Reservation,"[Friendly 's] Hi Johnathan, your reservation is confirmed for 25 people on 2009-10-13 at 11:31. We can hold your table for a maximum of 38 mins."
PickUp,"Repair ref.no for your car is JC14876743 opened on 2010-01-27 22:43hrs,ETD of your car is 2010-01-28 17:40hrs and est.repair amt is Rs.117 Rgds, Maha Veer Auto Agency"
Delivery,"Dear Guest, Thanks for choosing Restaurante Giratorio. Order ID 1348. Delivery by 2014-01-06 8:57. Enjoy 24% discount on your next purchase. Code KDBTR4. T&C."
Cab,"Thank you for choosing KSRTC for 2015-03-08 at 8:58. Cab:KA54N3718 , Chauffer: Jake, Cell: 9315361471 will reach you. T&C apply, visit www.KSRTC.com"
Expiry,Maruti Auto Agency : Service of your car KA76B1631 is due in 68 days on 2014-05-25. Please contact us at 9888868481 to book a service.
Bus,"* KSRTC m-Ticket *  from: CHIKKAMAGALURU to: Bengaluru PsngrName: Gabriel TripCode: 110CHIBen PNR No.: J90085291 JnyDate: 2012-10-31 DepTime: 1:10  SeatNo.: 50, 34, 58  Class: AC chair  BoardingPt: CHIKKAMAGALURU MG Road Txn Password: 2136 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Reservation,"[Barista Lavazza] Hi Wyatt, your reservation is confirmed for 12 people on 2010-09-08 at 3:19. We can hold your table for a maximum of 35 mins."
Bus,"* KSRTC m-Ticket *  from: SRIKALAHASTI to: MANTRALAYA PsngrName: Jesus TripCode: 1946SRIMAN PNR No.: J22614200 JnyDate: 2014-12-05 DepTime: 19:46  SeatNo.: 36, 40, 42, 49, 19, 52, 21, 22  Class: Non-AC Sleeper  BoardingPt: SRIKALAHASTI MG Road Txn Password: 4774 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Cab,"Thank you for choosing taxiforsure for 2010-05-27 at 10:27. Cab:KA67S2248 , Chauffer: Jordan, Cell: 9645356527 will reach you. T&C apply, visit www.taxiforsure.com"
Reservation,"[Kuwait Telecommunications Tower] Hi Edwin, your reservation is confirmed for 11 people on 2011-09-18 at 10:37. We can hold your table for a maximum of 44 mins."
Appointment,"DEAR Patrick, THANK YOU FOR YOUR BOOKING (ORDER ID: 68116), YOUR ORDER HAS BEEN ASSIGNED TO Donovan(9225385474) AND APPOINTMENT FOR SAMPLE COLLECTION IS SCHEDULED ON 2011-08-19 at 16:54. FOR ASSISTANCE WHATSAPP US ON 8347643841."
Movie,"Hi Customer, Booking ID: WOHRTP6. Seats: STANDARD-N14,N15,N16, 3 seat(s) for Independence Day: Resurgence on 2015-05-07 11:34 at INOX: Garuda Mall, Magrath Road. Please carry your CC/DC card which was used for booking tickets."
Flight,The PNR for your Air India Flt 8N888 for VNS-DMU on 2010-04-23 at 20:22 hrs  is R4Z9JH. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Cab,"Thank you for choosing Meru for 2013-02-11 at 12:33. Cab:KA77G6268 , Chauffer: Brady, Cell: 9572814328 will reach you. T&C apply, visit www.Meru.com"
Reservation,"[Sammy's Fishbox Restaurant] Hi Jaxon, your reservation is confirmed for 21 people on 2014-05-08 at 17:27. We can hold your table for a maximum of 44 mins."
Reservation,"[The Olde Ship] Hi Austin, your reservation is confirmed for 5 people on 2014-05-14 at 12:41. We can hold your table for a maximum of 5 mins."
Bus,"* KSRTC m-Ticket *  from: HIRIYUR to: Dharmastala PsngrName: Xavier TripCode: 416HIRDha PNR No.: J10623377 JnyDate: 2011-11-22 DepTime: 4:16  SeatNo.: 33, 47, 46, 31  Class: Non-AC Sleeper  BoardingPt: HIRIYUR Rly Station Txn Password: 2236 . Please carry your photo ID during journey. T&C apply. Visit  www.ksrtc.in"
Expiry,Aryan Auto Agency : Service of your car KA11W2872 is due in 72 days on 2014-01-12. Please contact us at 9612888127 to book a service.
Expiry,Bimal Auto Agency : Service of your car KA63M2251 is due in 12 days on 2014-12-31. Please contact us at 9467674177 to book a service.
Payment,Bill dated 2013-02-01 for Rs 226 has been generated for your Aircel fixedline/broadband relationship no. 47718412. The same will reach you by 2013-02-04. Due date: 2013-02-16.
Flight,The PNR for your INDIGO Flt 5Z875 for PAB-BEK on 2015-03-25 at 8:50 hrs  is PGGHAM. Tip: Check PNR status and book using MakeMyTrip App!. Thank you.
Cab,"Thank you for choosing KSRTC for 2011-02-14 at 18:34. Cab:KA83H2327 , Chauffer: Alexis, Cell: 9882133647 will reach you. T&C apply, visit www.KSRTC.com"
Cab,"Thank you for choosing Meru for 2013-11-01 at 7:29. Cab:KA44E7453 , Chauffer: Jesse, Cell: 9884237323 will reach you. T&C apply, visit www.Meru.com"
Reservation,"[Bakers Delight] Hi Dustin, your reservation is confirmed for 18 people on 2010-03-18 at 10:32. We can hold your table for a maximum of 45 mins."
Delivery,"Dear Guest, Thanks for choosing Silk City Diners. Order ID 5684. Delivery by 2014-02-10 4:58. Enjoy 9% discount on your next purchase. Code YCIC58. T&C."
Payment,Bill dated 2011-09-15 for Rs 1074 has been generated for your Vodafone fixedline/broadband relationship no. 37872673. The same will reach you by 2011-09-18. Due date: 2011-09-30.
Payment,Bill dated 2011-07-29 for Rs 1131 has been generated for your Bsnl fixedline/broadband relationship no. 86135871. The same will reach you by 2011-08-01. Due date: 2011-08-13.
Appointment,Appointment with Dr Alejandro in Thiruvananthapuram on 2012-08-13 at 17:44 is confirmed. For queries call 1800 2574 1284. Your appt. might get delayed in case the doctor is attending an emergency.
